company_id,year,cfo_sign,cfi_sign,cff_sign,pattern_label
POWERGRID,2014-03,P,N,P,Mixed
POWERGRID,2015-03,P,N,P,Mixed
POWERGRID,2016-03,P,N,P,Mixed
POWERGRID,2017-03,P,N,P,Mixed
POWERGRID,2018-03,P,N,P,Mixed
POWERGRID,2019-03,P,N,N,Growth
POWERGRID,2020-03,P,N,N,Growth
POWERGRID,2021-03,P,N,N,Growth
POWERGRID,2022-03,P,P,N,Reinvestor
POWERGRID,2023-03,P,N,N,Growth
POWERGRID,2024-03,P,N,N,Growth
RECLTD,2013-03,N,P,P,Mixed
RECLTD,2014-03,N,P,P,Mixed
RECLTD,2015-03,N,P,P,Mixed
RECLTD,2016-03,N,N,P,Mixed
RECLTD,2017-03,P,N,N,Growth
RECLTD,2018-03,N,P,P,Mixed
RECLTD,2019-03,N,P,P,Mixed
RECLTD,2020-03,N,P,P,Mixed
RECLTD,2021-03,N,P,P,Mixed
RECLTD,2022-03,N,N,P,Mixed
RECLTD,2023-03,N,N,P,Mixed
RECLTD,2024-03,N,N,P,Mixed
RELIANCE,2013-03,P,N,P,Mixed
RELIANCE,2014-03,P,N,P,Mixed
RELIANCE,2015-03,P,N,P,Mixed
RELIANCE,2016-03,P,N,N,Growth
RELIANCE,2017-03,P,N,P,Mixed
RELIANCE,2018-03,P,N,N,Growth
RELIANCE,2019-03,P,N,P,Mixed
RELIANCE,2020-03,P,N,N,Growth
RELIANCE,2021-03,P,N,P,Mixed
RELIANCE,2022-03,P,N,P,Mixed
RELIANCE,2023-03,P,N,P,Mixed
RELIANCE,2024-03,P,N,N,Growth
SBILIFE,2013-03,P,N,N,Growth
SBILIFE,2014-03,P,N,N,Growth
SBILIFE,2015-03,P,N,N,Growth
SBILIFE,2016-03,P,N,N,Growth
SBILIFE,2017-03,P,N,N,Growth
SBILIFE,2018-03,P,N,N,Growth
SBILIFE,2019-03,P,N,N,Growth
SBILIFE,2020-03,P,N,N,Growth
SBILIFE,2021-03,P,N,P,Mixed
SBILIFE,2022-03,P,N,N,Growth
SBILIFE,2023-03,P,N,N,Growth
SBILIFE,2024-03,P,N,N,Growth
SHREECEM,2013-06,P,N,N,Growth
SHREECEM,2014-06,P,N,N,Growth
SHREECEM,2015-06,P,N,N,Growth
SHREECEM,2017-03,P,N,N,Growth
SHREECEM,2018-03,P,N,P,Mixed
SHREECEM,2019-03,P,N,N,Growth
SHREECEM,2020-03,P,N,P,Mixed
SHREECEM,2021-03,P,N,N,Growth
SHREECEM,2022-03,P,N,N,Growth
SHREECEM,2023-03,P,N,N,Growth
SHREECEM,2024-03,P,N,N,Growth
SHRIRAMFIN,2013-03,N,N,P,Mixed
SHRIRAMFIN,2014-03,N,N,P,Mixed
SHRIRAMFIN,2015-03,N,N,P,Mixed
SHRIRAMFIN,2016-03,N,N,P,Mixed
SHRIRAMFIN,2017-03,N,N,P,Mixed
SHRIRAMFIN,2018-03,N,P,P,Mixed
SHRIRAMFIN,2019-03,N,N,P,Mixed
SHRIRAMFIN,2020-03,N,N,P,Mixed
SHRIRAMFIN,2021-03,N,N,P,Mixed
SHRIRAMFIN,2022-03,N,N,P,Mixed
SHRIRAMFIN,2023-03,N,P,P,Mixed
SHRIRAMFIN,2024-03,N,N,P,Mixed
SIEMENS,2011-09,P,P,N,Reinvestor
SIEMENS,2014-09,P,P,N,Reinvestor
SIEMENS,2015-09,P,P,N,Reinvestor
SIEMENS,2016-09,P,P,N,Reinvestor
SIEMENS,2017-09,P,P,N,Reinvestor
SIEMENS,2018-09,P,N,N,Growth
SIEMENS,2019-09,P,N,N,Growth
SIEMENS,2020-09,P,P,N,Reinvestor
SIEMENS,2021-09,P,N,N,Growth
SIEMENS,2022-09,P,N,N,Growth
SIEMENS,2023-09,P,N,N,Growth
SIEMENS,2024-09,P,N,N,Growth
SUNPHARMA,2013-03,P,N,N,Growth
SUNPHARMA,2014-03,P,N,P,Mixed
SUNPHARMA,2015-03,P,N,N,Growth
SUNPHARMA,2016-03,P,N,N,Growth
SUNPHARMA,2017-03,P,N,N,Growth
SUNPHARMA,2018-03,P,N,N,Growth
SUNPHARMA,2019-03,P,N,N,Growth
SUNPHARMA,2020-03,P,N,N,Growth
SUNPHARMA,2021-03,P,P,N,Reinvestor
SUNPHARMA,2022-03,P,N,N,Growth
SUNPHARMA,2023-03,P,N,P,Mixed
SUNPHARMA,2024-03,P,N,N,Growth
TATACONSUM,2013-03,P,P,P,Growth
TATACONSUM,2014-03,P,N,N,Growth
TATACONSUM,2015-03,P,N,N,Growth
TATACONSUM,2016-03,P,P,N,Growth
TATACONSUM,2017-03,P,P,N,Reinvestor
TATACONSUM,2018-03,P,N,N,Growth
TATACONSUM,2019-03,P,P,N,Reinvestor
TATACONSUM,2020-03,P,N,N,Growth
TATACONSUM,2021-03,P,N,N,Growth
TATACONSUM,2022-03,P,N,N,Growth
TATACONSUM,2023-03,P,N,N,Growth
TATACONSUM,2024-03,P,N,P,Mixed
TATAMOTORS,2013-03,P,N,N,Growth
TATAMOTORS,2014-03,P,N,N,Growth
TATAMOTORS,2015-03,P,N,P,Mixed
TATAMOTORS,2016-03,P,N,N,Growth
TATAMOTORS,2017-03,P,N,P,Mixed
TATAMOTORS,2018-03,P,N,P,Mixed
TATAMOTORS,2019-03,P,N,P,Mixed
TATAMOTORS,2020-03,P,N,P,Mixed
TATAMOTORS,2021-03,P,N,P,Mixed
TATAMOTORS,2022-03,P,N,N,Growth
TATAMOTORS,2023-03,P,N,N,Growth
TATAMOTORS,2024-03,P,N,N,Growth
TATAPOWER,2013-03,P,N,N,Growth
TATAPOWER,2014-03,P,N,N,Growth
TATAPOWER,2015-03,P,N,N,Growth
TATAPOWER,2016-03,P,N,N,Growth
TATAPOWER,2017-03,P,N,P,Mixed
TATAPOWER,2018-03,P,N,N,Growth
TATAPOWER,2019-03,P,N,N,Growth
TATAPOWER,2020-03,P,N,N,Growth
TATAPOWER,2021-03,P,P,N,Reinvestor
TATAPOWER,2022-03,P,N,N,Growth
TATAPOWER,2023-03,P,N,P,Mixed
TATAPOWER,2024-03,P,N,N,Growth
TATASTEEL,2013-03,P,N,N,Growth
TATASTEEL,2014-03,P,N,P,Mixed
TATASTEEL,2015-03,P,N,N,Growth
TATASTEEL,2016-03,P,N,N,Growth
TATASTEEL,2017-03,P,N,N,Growth
TATASTEEL,2018-03,P,N,P,Mixed
TATASTEEL,2019-03,P,N,N,Growth
TATASTEEL,2020-03,P,N,N,Growth
TATASTEEL,2021-03,P,N,N,Growth
TATASTEEL,2022-03,P,N,N,Growth
TATASTEEL,2023-03,P,N,N,Growth
TATASTEEL,2024-03,P,N,N,Growth
TCS,2013-03,P,N,N,Growth
TCS,2014-03,P,N,N,Growth
TCS,2015-03,P,N,N,Growth
TCS,2016-03,P,N,N,Growth
TCS,2017-03,P,N,N,Growth
TCS,2018-03,P,P,N,Reinvestor
TCS,2019-03,P,P,N,Reinvestor
TCS,2020-03,P,P,N,Reinvestor
TCS,2021-03,P,N,N,Growth
TCS,2022-03,P,N,N,Growth
TCS,2023-03,P,P,N,Reinvestor
TCS,2024-03,P,P,N,Reinvestor
TECHM,2013-03,P,N,P,Mixed
TECHM,2014-03,P,P,N,Reinvestor
TECHM,2015-03,P,N,N,Growth
TECHM,2016-03,P,N,N,Growth
TECHM,2017-03,P,N,N,Growth
TECHM,2018-03,P,N,N,Growth
TECHM,2019-03,P,N,N,Growth
TECHM,2020-03,P,P,N,Reinvestor
TECHM,2021-03,P,N,N,Growth
TECHM,2022-03,P,P,N,Reinvestor
TECHM,2023-03,P,N,N,Growth
TECHM,2024-03,P,N,N,Growth
TITAN,2013-03,P,N,N,Growth
TITAN,2014-03,N,N,P,Mixed
TITAN,2015-03,P,N,N,Growth
TITAN,2016-03,P,N,N,Growth
TITAN,2017-03,P,N,N,Growth
TITAN,2018-03,N,P,N,Mixed
TITAN,2019-03,P,N,N,Growth
TITAN,2020-03,N,P,N,Mixed
TITAN,2021-03,P,N,N,Growth
TITAN,2022-03,N,P,N,Mixed
TITAN,2023-03,P,N,P,Mixed
TITAN,2024-03,P,N,N,Growth
TORNTPHARM,2013-03,P,N,P,Mixed
TORNTPHARM,2014-03,P,N,P,Mixed
TORNTPHARM,2015-03,P,N,P,Mixed
TORNTPHARM,2016-03,P,N,N,Growth
TORNTPHARM,2017-03,P,N,N,Growth
TORNTPHARM,2018-03,P,N,P,Mixed
TORNTPHARM,2019-03,P,N,N,Growth
TORNTPHARM,2020-03,P,P,N,Reinvestor
TORNTPHARM,2021-03,P,N,N,Growth
TORNTPHARM,2022-03,P,N,N,Growth
TORNTPHARM,2023-03,P,N,P,Mixed
TORNTPHARM,2024-03,P,N,N,Growth
TRENT,2013-03,P,N,P,Mixed
TRENT,2014-03,N,N,N,Mixed
TRENT,2015-03,N,N,P,Mixed
TRENT,2016-03,P,N,N,Growth
TRENT,2017-03,P,N,N,Growth
TRENT,2018-03,P,N,N,Growth
TRENT,2019-03,P,N,P,Mixed
TRENT,2020-03,P,N,P,Mixed
TRENT,2021-03,P,P,N,Growth
TRENT,2022-03,P,P,N,Reinvestor
TRENT,2023-03,P,N,N,Growth
TRENT,2024-03,P,N,N,Growth
TVSMOTOR,2013-03,P,N,N,Growth
TVSMOTOR,2014-03,P,N,N,Growth
TVSMOTOR,2015-03,P,N,P,Mixed
TVSMOTOR,2016-03,P,N,N,Growth
TVSMOTOR,2017-03,P,N,N,Growth
TVSMOTOR,2018-03,P,N,P,Mixed
TVSMOTOR,2019-03,N,N,P,Mixed
TVSMOTOR,2020-03,P,N,P,Mixed
TVSMOTOR,2021-03,P,N,P,Mixed
TVSMOTOR,2022-03,N,N,P,Mixed
TVSMOTOR,2023-03,N,N,P,Mixed
TVSMOTOR,2024-03,N,N,P,Mixed
